INCIDENT_NO,INCIDENT_DATE,CASE_NO,CFS_NO,DISTRICT,INCIDENT_TYPE,INCIDENT_DESCRIPTION,INCIDENT_LOCATION_X,LATITUDE_X,LONGITUDE_X,SUBJECT_GENDER,SUBJECT_RACE,OFFICER_GENDER,OFFICER_RACE
6935,06/11/2013 02:58:00 PM,2013-181630,LCP130611000956,DISTRICT 4,9826,INJURY TO PRISONER,23XX MAPLEWOOD AV,39.1236150747642,-84.5049681657686,MALE,BLACK,MALE,WHITE
2492,08/07/2006 07:30:00 PM,2006-86638,P062191380,DISTRICT 3,9826,INJURY TO PRISONER,23XX BEEKMAN ST,39.1258725504156,-84.5470174212126,MALE,WHITE,MALE,BLACK
7063,08/12/2013 10:21:00 PM,2013-183614,LCP130812001736,DISTRICT 1,2382,USE OF FORCE INVESTIGATION,16XX VINE ST,39.1143706445901,-84.5150106560617,MALE,BLACK,MALE,WHITE
-4511,12/05/2000 02:57:00 AM,20001209,P003400185,DISTRICT 5,9826,INJURY TO PRISONER,20XX VINE ST,39.1200682348996,-84.518657447032,MALE,BLACK,MALE,WHITE
-5682,11/28/2001 09:18:00 AM,20011111,P013320396,DISTRICT 2,2382,USE OF FORCE INVESTIGATION,23XX VICTORY PKWY,39.1239773416218,-84.4840011636698,MALE,BLACK,FEMALE,BLACK
-5073,05/07/2001 09:30:00 AM,20010493,P011270434,DISTRICT 1,9825,CHEMICAL IRRITANT,4XX EZZARD CHARLES DR,39.1094381940356,-84.5234775423248,FEMALE,BLACK,MALE,BLACK
-4105,08/25/2000 01:50:00 PM,20000801,P002380735,DISTRICT 4,9826,INJURY TO PRISONER,8XX HUTCHINS AV,39.1443517259405,-84.4877076755126,MALE,BLACK,MALE,WHITE
7991,08/10/2015 12:33:00 AM,2015-204023,LCP150810000025,DISTRICT 5,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,53XX WINNESTE AV,39.1880442987107,-84.5138770819978,MALE,BLACK,MALE,WHITE
-3860,06/23/2000 02:17:00 AM,20000554,P001750165,DISTRICT 4,9825,CHEMICAL IRRITANT,20XX VINE ST,39.1199420738301,-84.5168796737667,FEMALE,BLACK,MALE,WHITE
3524,10/17/2007 11:10:00 PM,2007-104918,P072901730,DISTRICT 5,9826,INJURY TO PRISONER,4XX KINGS RUN DR,39.1773370362511,-84.5103025332064,MALE,BLACK,MALE,BLACK
-7264,09/21/2003 07:33:00 PM,20030689,P032641199,DISTRICT 1,9826,INJURY TO PRISONER,19XX VINE ST,39.1187655455942,-84.5174128733787,FEMALE,WHITE,MALE,WHITE
6912,05/28/2013 02:48:00 AM,2013-181147,LCP130528000184,DISTRICT 5,2382,USE OF FORCE INVESTIGATION,49XX WINNESTE AV,39.180792646304,-84.5121142884232,MALE,BLACK,MALE,WHITE
872,03/03/2005 10:50:00 PM,2005-62821,P050621706,DISTRICT 2,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,58XX MADISON RD,39.1604964984796,-84.392990916993,MALE,BLACK,FEMALE,WHITE
-3826,06/14/2000 12:11:00 AM,20000519,P001670010,DISTRICT 4,9825,CHEMICAL IRRITANT,8XX LINCOLN AV,39.1316724917112,-84.4881408748297,MALE,BLACK,FEMALE,WHITE
-1493,04/04/1998 08:00:00 PM,9800247,P980940662,DISTRICT 5,9825,CHEMICAL IRRITANT,10XX LUDLOW AV,39.1544369645082,-84.5367323272285,MALE,BLACK,MALE,BLACK
-7251,09/08/2003 05:22:00 PM,20030676,P032511058,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,2XX HUNSFORD ST,39.2121457931904,-84.4660094726741,MALE,WHITE,FEMALE,WHITE
4606,04/13/2009 03:00:00 AM,2009-128919,LCP090413000112,DISTRICT 2,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,32XX GILBERT AV,39.1367417592905,-84.4757286574687,MALE,BLACK,MALE,WHITE
2266,05/19/2006 06:42:00 PM,2006-83069,P061391345,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,9XX BURTON AV,39.1504047402903,-84.4841793794063,MALE,BLACK,MALE,WHITE
-4884,04/10/2001 12:05:00 AM,20010303,P010991190,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,3XX EZZARD CHARLES DR,39.1104420012991,-84.521369034775,MALE,BLACK,MALE,WHITE
4350,11/07/2008 10:41:00 PM,2008-123260,LCP081107001834,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,2XX MAGNOLIA ST,39.1105586817873,-84.5183489842871,MALE,BLACK,MALE,WHITE
7966,06/22/2015 09:55:00 AM,2015-203562,LCP150622000260,DISTRICT 4,9823,NONCOMPLIANT SUSPECT/ARRESTEE,24XX READING RD,39.1265847851104,-84.5017971384009,FEMALE,WHITE,MALE,BLACK
-4782,03/25/2001 10:14:00 PM,20010199,P010841347,DISTRICT 5,9825,CHEMICAL IRRITANT,1XX W MCMILLAN ST,39.1267521895658,-84.5175871989264,MALE,WHITE,MALE,WHITE
205,10/21/2004 09:54:00 PM,2004-50883,#P042951838,DISTRICT 5,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,14XX PULLAN AV,39.165046874906,-84.5343990622264,MALE,BLACK,MALE,BLACK
-7586,02/16/2004 01:57:00 AM,20040085,P040470087,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,21XX CENTRAL AV,39.1208270607394,-84.5315387586795,MALE,BLACK,MALE,WHITE
1052,04/18/2005 01:18:00 AM,2005-65290,P051080066,DISTRICT 2,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,41XX HOMER AV,39.1489178460622,-84.3901336456937,MALE,BLACK,MALE,WHITE
7919,06/21/2015 09:54:00 PM,2015-202536,LCP150621001207,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,38XX VINE ST,39.1561715792636,-84.5055788985484,MALE,WHITE,MALE,WHITE
-7693,03/27/2004 08:15:00 PM,20040192,P040871467,DISTRICT 1,9826,INJURY TO PRISONER,2XX FINDLAY ST,39.1155394492575,-84.5215291119912,MALE,BLACK,MALE,WHITE
-5712,12/16/2001 04:45:00 PM,20011143,P013500722,DISTRICT 1,9825,CHEMICAL IRRITANT,6XX WALNUT ST,39.1032725662535,-84.5112123899595,MALE,WHITE,FEMALE,WHITE
-7548,01/29/2004 04:00:00 PM,20040047,P040290911,DISTRICT 1,9826,INJURY TO PRISONER,11XX VINE ST,39.1066663407874,-84.5148299828639,FEMALE,WHITE,FEMALE,WHITE
2940,02/08/2007 08:17:00 AM,2007-94494,P070390216,DISTRICT 5,8223,WEAPON DISCHARGE AT AN ANIMAL,11XX GROESBECK RD,39.1935924419837,-84.5361335046786,OTHER,UNKNOWN,MALE,BLACK
952,03/25/2005 02:46:00 AM,2005-63817,P050840164,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,15XX MOORE ST,39.1128941002963,-84.5139677829231,MALE,BLACK,MALE,BLACK
6804,02/27/2013 02:00:00 AM,2013-178548,LCP130227000093,DISTRICT 1,9826,INJURY TO PRISONER,21XX CENTRAL AV,39.1214066517036,-84.5300177207959,FEMALE,BLACK,MALE,WHITE
-4819,03/27/2001 06:28:00 PM,20010237,P010861209,DISTRICT 4,9826,INJURY TO PRISONER,9XX E MCMILLAN ST,39.1263706722195,-84.4877730708521,MALE,BLACK,MALE,BLACK
6034,08/04/2011 11:47:00 PM,2011-159650,LCP110804001821,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,26XX VINE ST,39.1297240500704,-84.5104878640671,MALE,WHITE,MALE,WHITE
6446,05/17/2012 10:24:00 PM,2012-169430,LCP120517001769,DISTRICT 2,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,33XX TRIMBLE AV,39.1372884165889,-84.4670377551097,MALE,BLACK,MALE,WHITE
4235,09/17/2008 05:37:00 PM,2008-120333,LCP080917001445,DISTRICT 2,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,18XX HEWITT AV,39.1370125439223,-84.4703669750878,MALE,BLACK,FEMALE,BLACK
-6929,05/10/2003 01:45:00 AM,20030353,P031300191,DISTRICT 4,9825,CHEMICAL IRRITANT,X W CORRY ST,39.1281300328909,-84.5105467457541,MALE,BLACK,MALE,WHITE
1626,09/25/2005 07:09:00 PM,2005-731821,P052681244,DISTRICT 2,2382,USE OF FORCE INVESTIGATION,28XX HOFF AV,39.1233254584502,-84.4526195564151,MALE,WHITE,MALE,BLACK
-514,03/09/1997 05:28:00 AM,9700155,P970680288,DISTRICT 4,9825,CHEMICAL IRRITANT,4XX ROCKDALE AV,39.1458097619843,-84.4997395091121,MALE,BLACK,MALE,WHITE
-4664,02/04/2001 12:07:00 AM,20010080,P010341583,DISTRICT 3,9825,CHEMICAL IRRITANT,38XX HERRON AV,39.1569439754143,-84.5527811032813,MALE,BLACK,MALE,WHITE
8922,05/24/2017 11:51:00 AM,2017-224934,CPD170524000680,DISTRICT 4,2382,USE OF FORCE INVESTIGATION,28XX EUCLID AV,39.1321571251498,-84.5080672141323,MALE,WHITE,MALE,WHITE
7197,09/03/2013 12:16:00 AM,2013-186539,LCP130902002093,DISTRICT 4,9823,NONCOMPLIANT SUSPECT/ARRESTEE,10XX SYCAMORE ST,39.1073592703841,-84.5087833658817,MALE,BLACK,MALE,WHITE
3773,02/04/2008 03:45:00 PM,2008-110254,LCP080204001063,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,12XX LINN ST,39.1073333533867,-84.5286682715977,MALE,BLACK,MALE,HISPANIC/LATINO
8741,01/12/2017 01:47:00 PM,2017-220866,LCP170112000741,DISTRICT 1,9826,INJURY TO PRISONER,6XX W MCMICKEN AV,39.1221944241101,-84.5333209385477,MALE,BLACK,MALE,WHITE
-6340,09/24/2002 11:45:00 PM,20020595,P022671779,DISTRICT 3,9826,INJURY TO PRISONER,16XX GILSEY AV,39.117822948487,-84.5813414991495,MALE,WHITE,MALE,BLACK
-5985,04/25/2002 07:16:00 PM,20020237,P021151211,DISTRICT 4,9825,CHEMICAL IRRITANT,23XX BURNET AV,39.1243908517857,-84.5021844313236,MALE,BLACK,MALE,WHITE
-6625,01/08/2003 11:48:00 PM,20030031,P030081706,DISTRICT 4,9826,INJURY TO PRISONER,3XX SHEEHAN AV,39.2141684755718,-84.4610386410524,MALE,BLACK,MALE,BLACK
5195,03/18/2010 08:10:00 PM,2010-141844,LCP100318001610,DISTRICT 4,9826,INJURY TO PRISONER,24XX PARIS ST,39.1252805702024,-84.5054754444617,MALE,BLACK,MALE,WHITE
3546,10/30/2007 01:11:00 AM,2007-105437,P073021627,DISTRICT 5,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,26XX HILLVISTA LN,39.1913617657654,-84.5726807923391,MALE,BLACK,MALE,WHITE
1394,07/25/2005 11:26:00 PM,2005-70560,P052061957,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,5XX VINE ST,39.1018278392572,-84.513457720729,FEMALE,BLACK,MALE,WHITE
-4536,12/17/2000 08:00:00 PM,20001234,P003521050,DISTRICT 3,9825,CHEMICAL IRRITANT,32XX WARSAW AV,39.1093412729244,-84.5640637565382,MALE,BLACK,MALE,WHITE
-5292,07/15/2001 02:18:00 AM,20010712,P011960176,DISTRICT 5,2382,USE OF FORCE INVESTIGATION,33XX RUTHER AV,39.1408583568045,-84.5122877105242,MALE,OTHER,MALE,WHITE
9037,05/30/2017 01:00:00 AM,2017-227556,LCP170530000081,DISTRICT 3,9823,NONCOMPLIANT SUSPECT/ARRESTEE,34XX WARSAW AV,39.1095654798965,-84.5655569972248,MALE,BLACK,FEMALE,WHITE
3807,03/12/2008 09:01:00 PM,2008-111133,LCP080312001823,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,16XX DENHAM ST,39.1365154258063,-84.548640153964,MALE,BLACK,MALE,WHITE
-3387,01/23/2000 01:24:00 AM,20000076,N/A,DISTRICT 4,9825,CHEMICAL IRRITANT,11XX MAIN ST,39.1081803398169,-84.5107797040997,MALE,WHITE,MALE,WHITE
5206,03/26/2010 01:09:00 AM,2010-142021,LCP100326000067,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,3XX EZZARD CHARLES DR,39.1092320012991,-84.521419034775,MALE,BLACK,MALE,BLACK
2785,11/26/2006 04:52:00 PM,2006-91728,P06330867,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,8XX CONSIDINE AV,39.1076028986883,-84.5640298959338,MALE,BLACK,FEMALE,WHITE
1555,09/16/2005 12:33:00 AM,2005-72764,P052590045,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,17XX RACE ST,39.1141962854756,-84.5180659324647,FEMALE,BLACK,MALE,WHITE
2141,04/11/2006 02:42:00 AM,2006-81048,P061010165,DISTRICT 5,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,42XX CHAMBERS ST,39.1628475580616,-84.5342220516572,MALE,BLACK,MALE,WHITE
4354,11/22/2008 12:36:00 AM,2008-123396,LCP081122000044,DISTRICT 1,9826,INJURY TO PRISONER,16XX LINN ST,39.1153098706928,-84.5279578098062,MALE,BLACK,MALE,TWO OR MORE
-339,12/15/1996 09:56:00 PM,9600496,P963500952,DISTRICT 4,2382,USE OF FORCE INVESTIGATION,X W CORRY ST,39.1298500328909,-84.5100567457541,MALE,BLACK,MALE,WHITE
-265,11/14/1996 08:45:00 PM,9600420,P963191121,DISTRICT 3,9825,CHEMICAL IRRITANT,24XX HARRISON AV,39.1397253141682,-84.5817206816759,FEMALE,BLACK,MALE,BLACK
-3928,06/28/2000 10:20:00 AM,20000624,P001800475,DISTRICT 2,2382,USE OF FORCE INVESTIGATION,37XX HYDE PARK AV,39.1481777050137,-84.4375628521072,MALE,BLACK,MALE,BLACK
-786,06/25/1997 07:57:00 PM,9700433,P971761253,DISTRICT 5,9825,CHEMICAL IRRITANT,22XX VINE ST,39.1222207501185,-84.5141619844069,MALE,BLACK,MALE,WHITE
2484,08/05/2006 10:25:00 PM,2006-86530,P062171746,DISTRICT 1,9826,INJURY TO PRISONER,10XX MAIN ST,39.1072591618575,-84.5106292263236,MALE,BLACK,MALE,WHITE
-6143,06/19/2002 11:19:00 AM,20020396,P021700545,DISTRICT 2,9826,INJURY TO PRISONER,18XX BREWSTER AV,39.1428692100337,-84.4677964512509,MALE,BLACK,MALE,BLACK
7037,07/24/2013 02:24:00 PM,2013-183454,LCP13072400974,DISTRICT 5,2382,USE OF FORCE INVESTIGATION,3XX LUDLOW AV,39.1427990396034,-84.5194167568197,MALE,WHITE,FEMALE,WHITE
6853,03/01/2013 10:47:00 AM,2013-179582,LCP130301000563,DISTRICT 5,9823,NONCOMPLIANT SUSPECT/ARRESTEE,54XX BAHAMA TER,39.1907726553204,-84.5668173053569,MALE,BLACK,MALE,BLACK
-4593,01/02/2001 01:11:00 AM,20010009,P010020067,DISTRICT 4,9825,CHEMICAL IRRITANT,9XX BURTON AV,39.1519884714094,-84.4845715343545,MALE,BLACK,MALE,HISPANIC/LATINO
7971,07/26/2015 07:22:00 AM,2015-203629,150726000,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,31XX WARSAW AV,39.1100627692353,-84.5627384721995,MALE,WHITE,MALE,BLACK
-701,05/29/1997 08:00:00 PM,9700347,P971491116,DISTRICT 1,9825,CHEMICAL IRRITANT,20XX CENTRAL PKWY,39.1198278256075,-84.5234294132314,MALE,BLACK,MALE,WHITE
3840,03/17/2008 11:00:00 AM,2008-111818,,DISTRICT 4,9823,NONCOMPLIANT SUSPECT/ARRESTEE,28XX ALMS PL,39.1305996312333,-84.4854555109893,MALE,BLACK,MALE,BLACK
359,11/26/2004 07:15:00 PM,2004-52792,,DISTRICT 3,9823,NONCOMPLIANT SUSPECT/ARRESTEE,37XX WARSAW AV,39.1128455612932,-84.5752562472211,MALE,BLACK,MALE,WHITE
-5868,02/24/2002 04:12:00 PM,20020119,P020550790,DISTRICT 3,9826,INJURY TO PRISONER,37XX DIRR ST,39.1544725722106,-84.5455243810413,MALE,BLACK,MALE,BLACK
1885,01/08/2006 08:09:00 PM,2006-77361,P060081329,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,4XX CENTRAL AV,39.0997342430596,-84.51937963011,MALE,WHITE,MALE,WHITE
2815,11/14/2006 09:15:00 AM,2006-92085,P063180404,DISTRICT 3,9823,NONCOMPLIANT SUSPECT/ARRESTEE,20XX BALTIMORE AV,39.1401330007562,-84.5609316347175,FEMALE,BLACK,FEMALE,WHITE
-4260,10/06/2000 02:20:00 AM,20000956,P002800157,DISTRICT 1,9825,CHEMICAL IRRITANT,2XX W 12TH ST,39.1086878958481,-84.5192857487478,MALE,BLACK,MALE,WHITE
3633,12/17/2007 10:50:00 PM,2007-107482,LCP071217001654,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,26XX VINE ST,39.1291027430155,-84.5094898059519,MALE,WHITE,MALE,BLACK
-3953,07/13/2000 03:46:00 AM,20000649,P001950244,DISTRICT 5,9826,INJURY TO PRISONER,45XX HAMILTON AV,39.1737536555093,-84.5438676754319,MALE,WHITE,MALE,WHITE
4676,05/12/2009 10:33:00 PM,2009-130262,LCP090512002004,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,8XX OVERLOOK AV,39.1090976601116,-84.5998350726426,FEMALE,WHITE,MALE,WHITE
3823,03/21/2008 02:28:00 AM,2008-111543,LCP08032100136,DISTRICT 3,9826,INJURY TO PRISONER,54XX HILLSIDE AV,39.0984132058997,-84.6594918713363,FEMALE,WHITE,MALE,BLACK
-4500,12/08/2000 04:44:00 AM,20001198,P00343023,DISTRICT 4,9825,CHEMICAL IRRITANT,9XX BURTON AV,39.1514564822221,-84.4833185921725,FEMALE,BLACK,MALE,BLACK
-1183,11/26/1997 09:27:00 PM,9701432,P973301314,DISTRICT 5,9825,CHEMICAL IRRITANT,2XX CALHOUN ST,39.1289929104864,-84.5168400944587,MALE,BLACK,MALE,WHITE
7296,03/03/2014 11:50:00 AM,2014-189278,LCP140303000416,DISTRICT 5,2382,USE OF FORCE INVESTIGATION,53XX WINNESTE AV,39.1887815371413,-84.5143843564821,MALE,BLACK,MALE,BLACK
6986,07/17/2013 03:15:00 AM,2013-182732,LCP130717000178,DISTRICT 5,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,24XX FAIRVIEW AV,39.1280537728343,-84.5274463000669,MALE,WHITE,MALE,WHITE
-4677,02/10/2001 04:05:00 PM,20010093,P010410873,DISTRICT 5,9825,CHEMICAL IRRITANT,50XX WINNESTE AV,39.1815892096508,-84.5119363565411,MALE,BLACK,MALE,WHITE
-6937,04/19/2003 02:23:00 AM,20030362,P031090247,DISTRICT 5,2382,USE OF FORCE INVESTIGATION,6XX DUTCH COLONY DR,39.1897352880036,-84.5128155301422,MALE,BLACK,FEMALE,WHITE
-7705,03/31/2004 09:58:00 PM,20040204,P040911657,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,18XX GRAND AV,39.119910553484,-84.5588836123955,MALE,WHITE,MALE,WHITE
4717,05/23/2009 01:42:00 AM,2009-130909,LCP090523000093,DISTRICT 3,9826,INJURY TO PRISONER,10XX SCHIFF AV,39.1100380861892,-84.5899839053741,MALE,WHITE,MALE,BLACK
-6866,04/20/2003 01:47:00 AM,20030290,P031100105,DISTRICT 4,9825,CHEMICAL IRRITANT,12XX CHAPEL ST,39.1310048312922,-84.482991540942,MALE,BLACK,MALE,WHITE
-4594,01/03/2001 03:40:00 PM,20010010,P010030973,DISTRICT 4,9825,CHEMICAL IRRITANT,14XX VINE ST,39.1115065076347,-84.5156590183187,MALE,BLACK,MALE,TWO OR MORE
8656,10/31/2016 11:30:00 PM,2016-218716,LCP161031001601,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,8XX GLENWOOD AV,39.1480023709801,-84.4882672210164,MALE,BLACK,MALE,WHITE
2217,05/03/2006 02:22:00 AM,2006-82208,P061230117,DISTRICT 5,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,45XX HAMILTON AV,39.1714794035192,-84.5433746312424,MALE,BLACK,FEMALE,WHITE
-6026,05/15/2002 04:53:00 PM,20020278,P021351051,DISTRICT 4,9826,INJURY TO PRISONER,19XX BIGELOW ST,39.116059482058,-84.5081240957855,MALE,BLACK,FEMALE,WHITE
-8094,07/24/2004 11:45:00 AM,20040598,P042060713,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,17XX LOGAN ST,39.1141631358631,-84.5212912887538,MALE,BLACK,MALE,WHITE
5206,03/26/2010 01:09:00 AM,2010-142021,LCP100326000067,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,3XX EZZARD CHARLES DR,39.1097020012991,-84.521219034775,MALE,BLACK,MALE,WHITE
2293,05/24/2006 09:35:00 PM,2006-83473,P061441843,DISTRICT 3,9823,NONCOMPLIANT SUSPECT/ARRESTEE,24XX HARRISON AV,39.1400810787048,-84.5796781693716,MALE,BLACK,MALE,WHITE
3557,10/10/2007 08:23:00 PM,2007-105758,P072831452,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,16XX CENTRAL PKWY,39.1136072595675,-84.5219899482223,MALE,BLACK,MALE,WHITE
6817,03/14/2013 03:46:00 PM,2013-179048,LCP130314001029,DISTRICT 1,9826,INJURY TO PRISONER,8XX W LIBERTY ST,39.1144108054908,-84.5273324330267,MALE,BLACK,MALE,BLACK
1738,11/08/2005 07:20:00 PM,2005-75097,P053121599,DISTRICT 2,9826,INJURY TO PRISONER,58XX SIERRA ST,39.1618571403744,-84.3937888113944,MALE,BLACK,MALE,WHITE
-7788,04/28/2004 03:20:00 AM,20040287,P041190169,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,8XX CLEVELAND AV,39.1425575780411,-84.4906619449108,MALE,BLACK,MALE,WHITE
1014,04/08/2005 06:14:00 PM,2005-64759,P050981313,DISTRICT 1,9825,CHEMICAL IRRITANT,18XX JOHN ST,39.1165437303969,-84.525802534939,MALE,BLACK,MALE,BLACK
5610,11/10/2010 05:08:00 PM,2010-150310,LCP101110001269,DISTRICT 1,9826,INJURY TO PRISONER,8XX W LIBERTY ST,39.1146693418352,-84.5287632104011,MALE,WHITE,MALE,WHITE
-7930,06/12/2004 01:59:00 PM,20040431,P041640854,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,14XX CLAY ST,39.1116132375574,-84.5136751196746,MALE,BLACK,MALE,BLACK
-6878,04/27/2003 04:18:00 PM,20030302,P031170877,DISTRICT 5,9826,INJURY TO PRISONER,46XX HAMILTON AV,39.1742641030843,-84.5449645328492,MALE,WHITE,MALE,BLACK
1379,07/21/2005 06:01:00 PM,2005-70416,P052021322,DISTRICT 3,9826,INJURY TO PRISONER,6XX CHURCH ST,39.1029805740255,-84.5514632664307,MALE,WHITE,MALE,BLACK
4414,01/06/2009 02:56:00 AM,2009-124905,LCP090105001657,DISTRICT 3,9826,INJURY TO PRISONER,13XX MANSS AV,39.1164981867992,-84.5779990260586,MALE,WHITE,MALE,BLACK
-7659,03/12/2004 03:28:00 AM,20040158,P040720174,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,10XX GILBERT AV,39.1087924130245,-84.5036098051026,MALE,WHITE,MALE,WHITE
-4538,12/11/2000 03:30:00 AM,20001236,P003460130,DISTRICT 3,9826,INJURY TO PRISONER,40XX GLENWAY AV,39.1142613576675,-84.580562961447,MALE,WHITE,FEMALE,WHITE
9042,04/16/2017 09:21:00 AM,2017-223607,LCP170416000446,DISTRICT 5,9823,NONCOMPLIANT SUSPECT/ARRESTEE,6XX STRAIGHT ST,39.1298902543152,-84.5262034534249,MALE,BLACK,FEMALE,BLACK
3091,04/15/2007 03:09:00 AM,2007-97107,P071050126,DISTRICT 5,2382,USE OF FORCE INVESTIGATION,27XX W MCMICKEN AV,39.1309847929697,-84.5302527847435,MALE,WHITE,MALE,WHITE
6351,03/11/2012 12:18:00 AM,2012-166982,LCP120311000012,DISTRICT 5,9826,INJURY TO PRISONER,23XX WHEELER ST,39.126076073884,-84.5211626277325,MALE,WHITE,FEMALE,WHITE
-7169,08/05/2003 05:14:00 PM,20030594,P032171300,DISTRICT 1,9826,INJURY TO PRISONER,18XX LINN ST,39.1168954858625,-84.5262637489029,MALE,BLACK,MALE,WHITE
454,06/15/2003 08:49:00 PM,2005-60153,P031661315,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,16XX RACE ST,39.1140456515128,-84.5178407103496,MALE,BLACK,MALE,WHITE
-7166,08/02/2003 04:03:00 PM,20030591,P032141012,DISTRICT 5,9826,INJURY TO PRISONER,11XX HOMESIDE AV,39.1987245523718,-84.537843608995,MALE,BLACK,MALE,WHITE
943,03/22/2005 02:48:00 AM,2005-63655,P050810174,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,7XX WHITTIER ST,39.1362106256432,-84.4950516537787,MALE,BLACK,MALE,WHITE
2273,05/24/2006 09:10:00 PM,2006-83233,P061441773,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,6XX ROCKDALE AV,39.1447043276759,-84.4938792498365,MALE,BLACK,MALE,HISPANIC/LATINO
-1465,03/19/1998 01:05:00 AM,9800219,P980780031,DISTRICT 3,9826,INJURY TO PRISONER,17XX WEBER ST,39.1544425132611,-84.5475489627868,MALE,BLACK,MALE,WHITE
8207,12/01/2015 08:22:00 PM,2015-207641,LCP151201001454,DISTRICT 4,9826,INJURY TO PRISONER,7XX RIDGEWAY AV,39.1388851119553,-84.4913350826782,MALE,BLACK,MALE,WHITE
2128,04/02/2006 01:44:00 AM,2006-80552,P060920113,DISTRICT 2,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,35XX MONTGOMERY RD,39.1442307454817,-84.468649862513,MALE,BLACK,FEMALE,BLACK
143,10/06/2004 07:31:00 PM,2004-50295,P042801547,DISTRICT 3,9823,NONCOMPLIANT SUSPECT/ARRESTEE,24XX HARRISON AV,39.1395753141682,-84.5819306816759,MALE,BLACK,MALE,BLACK
8449,05/21/2016 01:44:00 PM,2016-213312,LCP160521000552,DISTRICT 5,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,56XX COLERAIN AV,39.1959596869332,-84.5769873156695,FEMALE,BLACK,MALE,WHITE
8880,04/25/2017 10:55:00 AM,2017-223905,CPD170425000522,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,24XX QUEEN CITY AV,39.1316919928721,-84.5853314028194,MALE,BLACK,MALE,WHITE
-842,07/21/1997 01:03:00 PM,9700491,P972020660,DISTRICT 1,9825,CHEMICAL IRRITANT,1XX FINDLAY ST,39.1174966103049,-84.5195851743093,FEMALE,BLACK,MALE,WHITE
-6609,01/09/2003 11:29:00 PM,20030015,P030091655,DISTRICT 1,9825,CHEMICAL IRRITANT,2XX W MCMICKEN AV,39.1194104766108,-84.5240541400067,MALE,BLACK,MALE,WHITE
7524,07/31/2014 06:50:00 PM,2014-193452,LCP140731001368,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,1XX E MCMILLAN ST,39.1275909890812,-84.507441204091,MALE,BLACK,MALE,WHITE
-5541,10/07/2001 08:55:00 PM,20010965,P012800943,DISTRICT 2,9825,CHEMICAL IRRITANT,22XX BEECHMONT AV,39.094966792324,-84.3862007750352,MALE,WHITE,MALE,WHITE
